dialogue_id,speaker,transaction_number,transaction_type,move_number,move_type,position_in_dialogue,position_in_transaction,duration,text,h,normalised_h,length,tokens_h,tokens,xu_h
q6nc3,g,1,normal,1,ready,1,1,0.3753,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,g,1,normal,2,query_yn,2,2,3.4730000000000003,at the bot-- bottom of the map on the right-hand side have you got a missionary camp there,78.50954848741458,3.7385499279721226,21,"[-7.3051958084106445, -0.9586701393127441, -11.015003204345703, -3.3474624156951904, -11.05528450012207, -2.209284543991089, -0.38632839918136597, -4.575093746185303, -6.539912700653076, -0.8461111187934875, -2.063261032104492, -1.593255877494812, -5.572130248765461e-05, -0.04069306328892708, -8.815470695495605, -0.25082260370254517, -0.21030110120773315, -1.268344521522522, -10.819976806640625, -0.11735045164823532, -5.091670036315918]","['at', 'Ġthe', 'Ġbot', '--', 'Ġbottom', 'Ġof', 'Ġthe', 'Ġmap', 'Ġon', 'Ġthe', 'Ġright', '-', 'hand', 'Ġside', 'Ġhave', 'Ġyou', 'Ġgot', 'Ġa', 'Ġmissionary', 'Ġcamp', 'Ġthere']",0.7911121171371864
q6nc3,f,1,normal,1,reply_y,3,3,4.1511,yeah,8.606072425842285,8.606072425842285,1,[-8.606072425842285],['yeah'],1.1117881948466315
q6nc3,f,1,normal,2,explain,4,4,1.2848999999999997,i've got the starts marked,34.451680064201355,5.741946677366893,6,"[-6.434814929962158, -1.8309214115142822, -0.6198183298110962, -3.63914155960083, -15.718755722045898, -6.20822811126709]","['i', ""'ve"", 'Ġgot', 'Ġthe', 'Ġstarts', 'Ġmarked']",1.191392676107788
q6nc3,g,1,normal,3,acknowledge,5,5,0.7229000000000001,right okay,9.74172854423523,4.870864272117615,2,"[-6.742980003356934, -2.998748540878296]","['right', 'Ġokay']",0.8406765037676048
q6nc3,g,1,normal,4,query_yn,6,6,5.5431,to the left right have you got ehm what is it it says gorillas with two gorillas and you know trees two tree,158.44420760837966,6.094007984937679,26,"[-6.89303731918335, -1.2912721633911133, -1.6376192569732666, -8.139701843261719, -9.80945873260498, -0.17231930792331696, -0.09172817319631577, -9.95720386505127, -0.2371857464313507, -8.873170852661133, -5.261936664581299, -2.3255081176757812, -6.827854156494141, -12.107612609863281, -13.383319854736328, -0.09597980976104736, -8.905675888061523, -7.635381698608398, -3.537055015563965, -0.0003666203992906958, -4.691446781158447, -5.950891494750977, -4.900609016418457, -17.313491821289062, -10.022809028625488, -8.381571769714355]","['to', 'Ġthe', 'Ġleft', 'Ġright', 'Ġhave', 'Ġyou', 'Ġgot', 'Ġe', 'hm', 'Ġwhat', 'Ġis', 'Ġit', 'Ġit', 'Ġsays', 'Ġgor', 'illas', 'Ġwith', 'Ġtwo', 'Ġgor', 'illas', 'Ġand', 'Ġyou', 'Ġknow', 'Ġtrees', 'Ġtwo', 'Ġtree']",1.3973255865865855
q6nc3,f,1,normal,3,reply_n,7,7,0.3382000000000005,no,7.307116508483887,7.307116508483887,1,[-7.307116508483887],['no'],0.9439806534867989
q6nc3,g,1,normal,5,check,8,8,0.2660999999999998,no,7.307116508483887,7.307116508483887,1,[-7.307116508483887],['no'],0.9439806534867989
q6nc3,f,1,normal,4,reply_n,9,9,0.2542000000000009,no,7.307116508483887,7.307116508483887,1,[-7.307116508483887],['no'],0.9439806534867989
q6nc3,g,1,normal,6,ready,10,10,0.4878999999999998,okay right,13.23386551067233,4.411288503557444,3,"[-7.408093452453613, -0.043301355093717575, -5.782470703125]","['ok', 'ay', 'Ġright']",0.8534810666705341
q6nc3,g,1,normal,7,instruct,11,11,2.141099999999998,start from the top of the missionary camp,32.72411021590233,4.090513776987791,8,"[-10.830697059631348, -5.236092567443848, -0.7016660571098328, -3.579805850982666, -1.1834731101989746, -0.31649699807167053, -9.965877532958984, -0.9100010395050049]","['start', 'Ġfrom', 'Ġthe', 'Ġtop', 'Ġof', 'Ġthe', 'Ġmissionary', 'Ġcamp']",0.8612752626164737
q6nc3,g,1,normal,8,align,12,12,0.3329999999999984,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,f,1,normal,5,reply_y,13,13,0.2845000000000013,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,f,1,normal,6,check,14,14,1.0726999999999975,from the start cross,26.727165460586548,6.681791365146637,4,"[-8.673644065856934, -1.5412001609802246, -3.0239789485931396, -13.48834228515625]","['from', 'Ġthe', 'Ġstart', 'Ġcross']",1.507461939701131
q6nc3,g,1,normal,9,reply_y,15,15,0.4224999999999994,yeah,8.606072425842285,8.606072425842285,1,[-8.606072425842285],['yeah'],1.1117881948466315
q6nc3,g,1,normal,10,instruct,16,16,2.189499999999996,go two centimetres to the left,32.39188649493735,4.048985811867169,8,"[-8.835906982421875, -12.196491241455078, -5.849772930145264, -0.0007902157958596945, -0.0012291521998122334, -4.343740463256836, -0.23274016380310059, -0.9312153458595276]","['go', 'Ġtwo', 'Ġcent', 'imet', 'res', 'Ġto', 'Ġthe', 'Ġleft']",0.852531371013808
q6nc3,f,1,normal,7,acknowledge,17,17,0.2703999999999986,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,g,2,normal,11,align,18,1,0.3944999999999972,okay,7.451394807547331,3.7256974037736654,2,"[-7.408093452453613, -0.043301355093717575]","['ok', 'ay']",0.6430288533042617
q6nc3,g,2,normal,12,instruct,19,2,0.6232999999999969,go down,12.475994348526001,6.2379971742630005,2,"[-8.835906982421875, -3.640087366104126]","['go', 'Ġdown']",1.076633911766078
q6nc3,f,2,normal,8,check,20,3,1.1707000000000036,down towards missionary camp,33.506983160972595,8.376745790243149,4,"[-11.365598678588867, -5.5879082679748535, -15.489212989807129, -1.0642632246017456]","['down', 'Ġtowards', 'Ġmissionary', 'Ġcamp']",1.8898562926120483
q6nc3,g,2,normal,13,reply_y,21,4,0.1773000000000024,aye,12.46739387512207,12.46739387512207,1,[-12.46739387512207],['aye'],1.6106187172259727
q6nc3,g,2,normal,14,clarify,22,5,0.9149999999999991,just right down uh-huh,32.12163763088938,4.58880537584134,7,"[-8.63836669921875, -6.66697359085083, -5.803226470947266, -10.793628692626953, -0.21452146768569946, -0.004894740413874388, -2.596914600871969e-05]","['just', 'Ġright', 'Ġdown', 'Ġuh', '-', 'h', 'uh']",0.9719370390743088
q6nc3,f,2,normal,9,ready,23,6,0.2564999999999955,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,f,2,normal,10,explain,24,7,1.1123000000000047,i'm i've stopped right above it,42.94158315658569,5.367697894573212,8,"[-6.434814929962158, -2.1518824100494385, -7.831334590911865, -3.0123021602630615, -8.513010025024414, -5.58547306060791, -5.403616905212402, -4.009149074554443]","['i', ""'m"", 'Ġi', ""'ve"", 'Ġstopped', 'Ġright', 'Ġabove', 'Ġit']",1.1301918697359357
q6nc3,g,2,normal,15,ready,25,8,0.5460999999999956,then,9.43088436126709,9.43088436126709,1,[-9.43088436126709],['then'],1.2183427446340918
q6nc3,g,2,normal,16,query_w,26,9,0.4363999999999989,you've what,23.191478967666626,7.730492989222209,3,"[-6.924527645111084, -3.138779401779175, -13.128171920776367]","['you', ""'ve"", 'Ġwhat']",1.4956694392148002
q6nc3,f,2,normal,11,reply_w,27,10,1.3734000000000035,i'm right above the missionary camp,32.576291143894196,4.6537558776991705,7,"[-6.434814929962158, -2.1518824100494385, -7.0309576988220215, -5.449488162994385, -0.8052076101303101, -10.096074104309082, -0.6078662276268005]","['i', ""'m"", 'Ġright', 'Ġabove', 'Ġthe', 'Ġmissionary', 'Ġcamp']",0.9856939525390722
q6nc3,g,3,review,17,instruct,28,1,3.230399999999996,just go right down to round down to the bottom of the r-- left-hand side of it,73.20788196130889,3.6603940980654444,20,"[-8.63836669921875, -4.023559093475342, -3.4106645584106445, -3.3743038177490234, -3.1865200996398926, -9.424174308776855, -10.992399215698242, -1.5523481369018555, -1.090828776359558, -2.045612096786499, -0.4255204498767853, -0.3094054162502289, -9.746131896972656, -2.3366777896881104, -7.480226993560791, -0.48886433243751526, -0.00013104482786729932, -0.49576514959335327, -0.4383073151111603, -3.748074769973755]","['just', 'Ġgo', 'Ġright', 'Ġdown', 'Ġto', 'Ġround', 'Ġdown', 'Ġto', 'Ġthe', 'Ġbottom', 'Ġof', 'Ġthe', 'Ġr', '--', 'Ġleft', '-', 'hand', 'Ġside', 'Ġof', 'Ġit']",0.8047312088752285
q6nc3,f,3,review,12,acknowledge,29,2,0.2332000000000036,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,g,3,review,18,align,30,3,0.382799999999996,okay,7.451394807547331,3.7256974037736654,2,"[-7.408093452453613, -0.043301355093717575]","['ok', 'ay']",0.6430288533042617
q6nc3,f,3,review,13,check,31,4,0.7367999999999952,so go round it,21.94732904434204,5.48683226108551,4,"[-7.201395034790039, -8.341392517089844, -3.390658140182495, -3.013883352279663]","['so', 'Ġgo', 'Ġround', 'Ġit']",1.2378702583044792
q6nc3,g,3,review,19,reply_y,32,5,0.3875000000000029,uh-huh,8.431667067401577,2.107916766850394,4,"[-8.09133529663086, -0.33837637305259705, -0.0018969248048961163, -5.847291322425008e-05]","['uh', '-', 'h', 'uh']",0.47556173553394043
q6nc3,g,3,review,20,check,33,6,1.4097999999999966,round to the left uh the left yeah,50.712742149829865,6.339092768728733,8,"[-9.827584266662598, -6.062484264373779, -0.548533022403717, -1.6257305145263672, -9.349910736083984, -10.875797271728516, -3.5862324237823486, -8.836469650268555]","['round', 'Ġto', 'Ġthe', 'Ġleft', 'Ġuh', 'Ġthe', 'Ġleft', 'Ġyeah']",1.3347232369322306
q6nc3,f,3,review,14,check,34,7,0.648299999999999,keep going down,17.702547550201416,5.900849183400472,3,"[-11.934346199035645, -2.447030544281006, -3.3211708068847656]","['keep', 'Ġgoing', 'Ġdown']",1.1416761908111737
q6nc3,g,3,review,21,reply_y,35,8,0.2685000000000031,uh-huh,8.431667067401577,2.107916766850394,4,"[-8.09133529663086, -0.33837637305259705, -0.0018969248048961163, -5.847291322425008e-05]","['uh', '-', 'h', 'uh']",0.47556173553394043
q6nc3,g,3,review,22,clarify,36,9,2.4855000000000094,just stop where you when you reach the missionary camp you know just about s--,87.01303486805409,5.438314679253381,16,"[-8.63836669921875, -7.2993855476379395, -6.6734771728515625, -1.0164724588394165, -16.159801483154297, -0.2003016173839569, -4.527021408081055, -0.3702312111854553, -10.684783935546875, -0.5644223093986511, -5.854708194732666, -5.8521246910095215, -4.690547943115234, -5.4495463371276855, -9.027666091918945, -0.004177766852080822]","['just', 'Ġstop', 'Ġwhere', 'Ġyou', 'Ġwhen', 'Ġyou', 'Ġreach', 'Ġthe', 'Ġmissionary', 'Ġcamp', 'Ġyou', 'Ġknow', 'Ġjust', 'Ġabout', 'Ġs', '--']",1.1616913472078332
q6nc3,g,4,normal,23,ready,37,1,0.2730999999999994,then,9.43088436126709,9.43088436126709,1,[-9.43088436126709],['then'],1.2183427446340918
q6nc3,g,4,normal,24,instruct,38,2,2.5465000000000018,turn left all the way down all the way along,46.450629451312125,4.645062945131213,10,"[-11.976426124572754, -3.6197993755340576, -12.147804260253906, -0.4966140389442444, -0.009473279118537903, -2.9380218982696533, -10.368908882141113, -0.10713835805654526, -0.002030373550951481, -4.784412860870361]","['turn', 'Ġleft', 'Ġall', 'Ġthe', 'Ġway', 'Ġdown', 'Ġall', 'Ġthe', 'Ġway', 'Ġalong']",0.9632312931604956
q6nc3,f,4,normal,15,query_yn,39,3,0.8581999999999965,to the banana tree,19.07657217979431,4.769143044948578,4,"[-6.89303731918335, -1.2912721633911133, -10.81844425201416, -0.07381844520568848]","['to', 'Ġthe', 'Ġbanana', 'Ġtree']",1.0759542213112137
q6nc3,g,4,normal,25,reply_y,40,4,0.4504999999999981,yeah,8.606072425842285,8.606072425842285,1,[-8.606072425842285],['yeah'],1.1117881948466315
q6nc3,g,4,normal,26,explain,41,5,1.3515000000000017,i think that must be the gorillas,39.41319874115288,4.92664984264411,8,"[-6.434814929962158, -4.896384239196777, -4.007964611053467, -9.462883949279785, -0.371795654296875, -2.4198760986328125, -11.791613578796387, -0.027865679934620857]","['i', 'Ġthink', 'Ġthat', 'Ġmust', 'Ġbe', 'Ġthe', 'Ġgor', 'illas']",1.0373273061476793
q6nc3,f,4,normal,16,explain,42,6,1.5228999999999928,i've got a thing that says banana tree,36.29386147856712,4.032651275396347,9,"[-6.434814929962158, -1.8309214115142822, -0.6198183298110962, -1.2082589864730835, -10.350881576538086, -4.657060623168945, -4.084883689880371, -6.7593302726745605, -0.3478916585445404]","['i', ""'ve"", 'Ġgot', 'Ġa', 'Ġthing', 'Ġthat', 'Ġsays', 'Ġbanana', 'Ġtree']",0.8115020336710295
q6nc3,g,4,normal,27,explain,43,7,1.3863999999999947,banana tree i've not got that at all,39.179578483104706,3.9179578483104707,10,"[-13.386733055114746, -0.13660144805908203, -1.5665336847305298, -6.212184429168701, -1.898075819015503, -4.692013263702393, -0.3315008878707886, -2.64153790473938, -7.454968452453613, -0.8594295382499695]","['ban', 'ana', 'Ġtree', 'Ġi', ""'ve"", 'Ġnot', 'Ġgot', 'Ġthat', 'Ġat', 'Ġall']",0.812453921368724
q6nc3,f,4,normal,17,explain,44,8,2.7492999999999905,it's a tree with big leaves and it's got a bunch of bananas on it,80.0775854177773,4.710446201045723,17,"[-6.823220252990723, -0.7394006848335266, -3.3453421592712402, -8.492536544799805, -8.077042579650879, -8.198051452636719, -4.716191291809082, -4.104099273681641, -4.202888488769531, -0.23255471885204315, -5.770491600036621, -1.2182196378707886, -8.425911903381348, -0.03757426515221596, -11.353727340698242, -3.7166881561279297, -0.6236450672149658]","['it', ""'s"", 'Ġa', 'Ġtree', 'Ġwith', 'Ġbig', 'Ġleaves', 'Ġand', 'Ġit', ""'s"", 'Ġgot', 'Ġa', 'Ġbunch', 'Ġof', 'Ġbananas', 'Ġon', 'Ġit']",1.016822130080996
q6nc3,g,4,normal,28,ready,45,9,0.2262999999999948,well,8.764496803283691,8.764496803283691,1,[-8.764496803283691],['well'],1.1322544823585037
q6nc3,g,4,normal,29,instruct,46,10,0.7282000000000011,just go left,17.885960578918457,5.961986859639485,3,"[-8.638347625732422, -4.023565769195557, -5.2240471839904785]","['just', 'Ġgo', 'Ġleft']",1.1535049000620312
q6nc3,g,4,normal,30,align,47,11,0.3851999999999976,okay,7.451391611248255,3.7256958056241274,2,"[-7.408090591430664, -0.043301019817590714]","['ok', 'ay']",0.6430285774750267
q6nc3,f,4,normal,18,reply_y,48,12,0.2611999999999881,right,6.742956638336182,6.742956638336182,1,[-6.742956638336182],['right'],0.871098826260596
q6nc3,f,4,normal,19,query_yn,49,13,1.093500000000006,so should i stop there,29.330421805381775,5.866084361076355,5,"[-7.201395034790039, -10.257647514343262, -1.4390112161636353, -6.795125484466553, -3.637242555618286]","['so', 'Ġshould', 'Ġi', 'Ġstop', 'Ġthere']",1.1442929388866596
q6nc3,f,4,normal,20,explain,50,14,1.7257000000000176,it's just underneath the rope bridge,25.019751338288188,3.574250191184027,7,"[-6.823220252990723, -0.7394006848335266, -3.534550666809082, -6.20202112197876, -0.7450773119926453, -6.955341815948486, -0.020139483734965324]","['it', ""'s"", 'Ġjust', 'Ġunderneath', 'Ġthe', 'Ġrope', 'Ġbridge']",0.7570480469752436
q6nc3,g,4,normal,31,acknowledge,51,15,1.2953999999999866,underneath the rope bridge,18.892555587925017,3.7785111175850035,5,"[-9.348101615905762, -1.1142791509628296, -0.9658050537109375, -7.453917980194092, -0.010451787151396275]","['under', 'neath', 'Ġthe', 'Ġrope', 'Ġbridge']",0.7370714986723971
q6nc3,f,4,normal,21,explain,52,16,3.141300000000001,you know it's it's about five centimetres down and slightly to the left of it,57.00054393406026,3.000028628108435,19,"[-6.924527645111084, -3.294262647628784, -5.176252365112305, -0.5839927792549133, -7.401059627532959, -0.2581489384174347, -4.114245414733887, -5.741696357727051, -0.517530620098114, -0.0015188389224931598, -0.00145905080717057, -2.9868969917297363, -5.160244941711426, -7.2534613609313965, -2.0002541542053223, -0.13865521550178528, -0.9185127019882202, -1.5245555639266968, -3.0032687187194824]","['you', 'Ġknow', 'Ġit', ""'s"", 'Ġit', ""'s"", 'Ġabout', 'Ġfive', 'Ġcent', 'imet', 'res', 'Ġdown', 'Ġand', 'Ġslightly', 'Ġto', 'Ġthe', 'Ġleft', 'Ġof', 'Ġit']",0.6787486481764547
q6nc3,g,4,normal,32,check,53,17,0.7143000000000086,the rope bridge,13.588482707738876,4.529494235912959,3,"[-5.631724834442139, -7.8560709953308105, -0.10068687796592712]","['the', 'Ġrope', 'Ġbridge']",0.8763511089395896
q6nc3,f,4,normal,22,query_yn,54,18,0.7042000000000002,do you not have that,22.923113524913788,4.584622704982758,5,"[-8.360662460327148, -1.3301903009414673, -6.720414638519287, -0.5619297623634338, -5.949916362762451]","['do', 'Ġyou', 'Ġnot', 'Ġhave', 'Ġthat']",0.8943191174646902
q6nc3,g,4,normal,33,reply_y,55,19,0.919700000000006,yeah i've got a rope bridge,21.36951543390751,3.0527879191296443,7,"[-8.606072425842285, -1.544247031211853, -1.758119821548462, -0.44611528515815735, -2.1404237747192383, -6.852395534515381, -0.022141560912132263]","['yeah', 'Ġi', ""'ve"", 'Ġgot', 'Ġa', 'Ġrope', 'Ġbridge']",0.6465991490207138
q6nc3,g,5,normal,34,instruct,56,1,1.3678999999999917,you're supposed to pass through well,36.81331083737314,5.2590444053390195,7,"[-6.924527645111084, -2.120069742202759, -7.377091407775879, -0.006690239533782005, -7.044909477233887, -2.4744818210601807, -10.865540504455566]","['you', ""'re"", 'Ġsupposed', 'Ġto', 'Ġpass', 'Ġthrough', 'Ġwell']",1.1138977640228094
q6nc3,g,6,review,35,instruct,57,1,3.0042000000000115,supposed to start from the missionary camp go right down to the whatever,84.31975084543228,6.022839346102306,14,"[-14.2294921875, -2.8771536350250244, -7.734864711761475, -8.326175689697266, -5.571953296661377, -0.8080884218215942, -9.367118835449219, -0.5504426956176758, -10.03050422668457, -3.790742874145508, -3.223339080810547, -2.9735267162323, -0.6230725646018982, -14.213275909423828]","['supp', 'osed', 'Ġto', 'Ġstart', 'Ġfrom', 'Ġthe', 'Ġmissionary', 'Ġcamp', 'Ġgo', 'Ġright', 'Ġdown', 'Ġto', 'Ġthe', 'Ġwhatever']",1.2699705979385774
q6nc3,g,7,normal,36,instruct,58,1,2.3877999999999986,and go back right to the top to the rope bridge,50.53471068479121,4.594064607708291,11,"[-6.435414791107178, -5.479154109954834, -5.450010299682617, -7.356901168823242, -3.3365185260772705, -0.9990500807762146, -4.731459617614746, -7.978248119354248, -1.12468421459198, -7.622095584869385, -0.021174171939492226]","['and', 'Ġgo', 'Ġback', 'Ġright', 'Ġto', 'Ġthe', 'Ġtop', 'Ġto', 'Ġthe', 'Ġrope', 'Ġbridge']",0.9552927049312745
q6nc3,f,7,normal,23,check,59,2,1.4318000000000095,so i've got to go to the rope bridge,30.22472921013832,3.022472921013832,10,"[-7.201395034790039, -0.6587598323822021, -3.2401063442230225, -1.0123636722564697, -3.370256185531616, -0.9173485636711121, -4.063547611236572, -0.5593354105949402, -9.164326667785645, -0.03728988766670227]","['so', 'Ġi', ""'ve"", 'Ġgot', 'Ġto', 'Ġgo', 'Ġto', 'Ġthe', 'Ġrope', 'Ġbridge']",0.6267601827230986
q6nc3,g,7,normal,37,reply_y,60,3,0.3804999999999977,yeah,8.606072425842285,8.606072425842285,1,[-8.606072425842285],['yeah'],1.1117881948466315
q6nc3,g,8,review,38,instruct,61,1,0.8847000000000094,have to cross it,26.93195867538452,6.73298966884613,4,"[-8.669334411621094, -8.047409057617188, -5.834810733795166, -4.380404472351074]","['have', 'Ġto', 'Ġcross', 'Ġit']",1.5190126586605446
q6nc3,f,9,review,24,ready,62,1,0.2332000000000107,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,f,9,review,25,explain,63,2,1.0563999999999965,so i'm at the rope bridge,22.97801896929741,3.2825741384710585,7,"[-7.201395034790039, -0.6587598323822021, -1.5662446022033691, -2.624675989151001, -0.4139585494995117, -10.486289978027344, -0.02669498324394226]","['so', 'Ġi', ""'m"", 'Ġat', 'Ġthe', 'Ġrope', 'Ġbridge']",0.6952692754162629
q6nc3,g,9,review,39,acknowledge,64,3,0.315100000000001,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
q6nc3,f,9,review,26,explain,65,4,1.9750999999999976,i just went straight north from the banana tree,43.150868847966194,4.794540983107355,9,"[-6.434814929962158, -5.537535667419434, -4.245858192443848, -3.9328579902648926, -9.372740745544434, -3.9591617584228516, -1.1185332536697388, -8.416888236999512, -0.13247807323932648]","['i', 'Ġjust', 'Ġwent', 'Ġstraight', 'Ġnorth', 'Ġfrom', 'Ġthe', 'Ġbanana', 'Ġtree']",0.9648192944549395
q6nc3,g,10,review,40,ready,66,1,0.3875000000000029,okay,7.451394807547331,3.7256974037736654,2,"[-7.408093452453613, -0.043301355093717575]","['ok', 'ay']",0.6430288533042617
q6nc3,g,10,review,41,instruct,67,2,2.4906000000000006,turn left just cross it turn to the left,54.95051848888397,6.105613165431553,9,"[-11.976426124572754, -3.6197993755340576, -7.216189861297607, -10.966191291809082, -3.804175853729248, -7.8262715339660645, -7.481243133544922, -1.342211127281189, -0.7180101871490479]","['turn', 'Ġleft', 'Ġjust', 'Ġcross', 'Ġit', 'Ġturn', 'Ġto', 'Ġthe', 'Ġleft']",1.2286501267257097
q6nc3,f,10,review,27,check,68,3,0.5184999999999889,to the right,10.28991961479187,3.4299732049306235,3,"[-6.89303731918335, -1.2912721633911133, -2.1056101322174072]","['to', 'Ġthe', 'Ġright']",0.6636195268649399
q6nc3,g,10,review,42,clarify,69,4,0.4879000000000104,left,8.863924980163574,8.863924980163574,1,[-8.863924980163574],['left'],1.1450992584445423
q6nc3,f,10,review,28,explain,70,5,0.3024999999999949,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359
