dialogue_id,speaker,transaction_number,transaction_type,move_number,move_type,position_in_dialogue,position_in_transaction,duration,text,h,normalised_h,length,tokens_h,tokens,xu_h,mi_dialogue_id,xu_h_dialogue_id,normalised_h_dialogue_id,mi_transaction_number,xu_h_transaction_number,normalised_h_transaction_number
q6nc3,g,1,normal,1,ready,1,1,0.3753,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359,0.0,1.0023031038351862,6.742980003356934,0.0,0.8418193962207982,6.742980003356934
q6nc3,g,1,normal,2,query_yn,2,2,3.4730000000000003,at the bot-- bottom of the map on the right-hand side have you got a missionary camp there,78.50954848741458,3.7385499279721226,21,"[-7.3051958084106445, -0.9586701393127441, -11.015003204345703, -3.3474624156951904, -11.05528450012207, -2.209284543991089, -0.38632839918136597, -4.575093746185303, -6.539912700653076, -0.8461111187934875, -2.063261032104492, -1.593255877494812, -5.572130248765461e-05, -0.04069306328892708, -8.815470695495605, -0.25082260370254517, -0.21030110120773315, -1.268344521522522, -10.819976806640625, -0.11735045164823532, -5.091670036315918]","['at', 'Ġthe', 'Ġbot', '--', 'Ġbottom', 'Ġof', 'Ġthe', 'Ġmap', 'Ġon', 'Ġthe', 'Ġright', '-', 'hand', 'Ġside', 'Ġhave', 'Ġyou', 'Ġgot', 'Ġa', 'Ġmissionary', 'Ġcamp', 'Ġthere']",0.7911121171371864,-0.12324206966254048,0.8510381880179391,3.861791997634663,-0.12324206966254048,0.842746887602461,3.861791997634663
q6nc3,f,1,normal,1,reply_y,3,3,4.1511,yeah,8.606072425842285,8.606072425842285,1,[-8.606072425842285],['yeah'],1.1117881948466315,0.41545772552490234,1.2174852264665177,8.190614700317383,0.41545772552490234,1.0225476448492727,8.190614700317383
q6nc3,f,1,normal,2,explain,4,4,1.2848999999999997,i've got the starts marked,34.451680064201355,5.741946677366893,6,"[-6.434814929962158, -1.8309214115142822, -0.6198183298110962, -3.63914155960083, -15.718755722045898, -6.20822811126709]","['i', ""'ve"", 'Ġgot', 'Ġthe', 'Ġstarts', 'Ġmarked']",1.191392676107788,0.15427682797114084,1.2737008829672016,5.587669849395752,0.15427682797114084,1.2155888631880891,5.587669849395752
q6nc3,g,1,normal,3,acknowledge,5,5,0.7229000000000001,right okay,9.74172854423523,4.870864272117615,2,"[-6.742980003356934, -2.998748540878296]","['right', 'Ġokay']",0.8406765037676048,-0.8906166553497314,1.0428887227985644,5.761480927467346,-0.8906166553497314,0.9674267578289372,5.761480927467346
q6nc3,g,1,normal,4,query_yn,6,6,5.5431,to the left right have you got ehm what is it it says gorillas with two gorillas and you know trees two tree,158.44420760837966,6.094007984937679,26,"[-6.89303731918335, -1.2912721633911133, -1.6376192569732666, -8.139701843261719, -9.80945873260498, -0.17231930792331696, -0.09172817319631577, -9.95720386505127, -0.2371857464313507, -8.873170852661133, -5.261936664581299, -2.3255081176757812, -6.827854156494141, -12.107612609863281, -13.383319854736328, -0.09597980976104736, -8.905675888061523, -7.635381698608398, -3.537055015563965, -0.0003666203992906958, -4.691446781158447, -5.950891494750977, -4.900609016418457, -17.313491821289062, -10.022809028625488, -8.381571769714355]","['to', 'Ġthe', 'Ġleft', 'Ġright', 'Ġhave', 'Ġyou', 'Ġgot', 'Ġe', 'hm', 'Ġwhat', 'Ġis', 'Ġit', 'Ġit', 'Ġsays', 'Ġgor', 'illas', 'Ġwith', 'Ġtwo', 'Ġgor', 'illas', 'Ġand', 'Ġyou', 'Ġknow', 'Ġtrees', 'Ġtwo', 'Ġtree']",1.3973255865865857,0.241350334160626,1.380838250276755,5.852657650777053,0.241350334160626,1.3764845991585548,5.852657650777053
q6nc3,f,1,normal,3,reply_n,7,7,0.3382000000000005,no,7.307116508483887,7.307116508483887,1,[-7.307116508483887],['no'],0.9439806534867988,0.2685685157775879,1.0462374938188002,7.038547992706299,0.2685685157775879,0.8787192337128874,7.038547992706299
q6nc3,g,1,normal,5,check,8,8,0.2660999999999998,no,7.307116508483887,7.307116508483887,1,[-7.307116508483887],['no'],0.9439806534867988,0.3761434555053711,1.0302471311111605,6.930973052978516,0.3761434555053711,0.8652891670709801,6.930973052978516
q6nc3,f,1,normal,4,reply_n,9,9,0.2542000000000009,no,7.307116508483887,7.307116508483887,1,[-7.307116508483887],['no'],0.9439806534867988,0.6146759986877441,0.9947907144706886,6.692440509796143,0.6146759986877441,0.8355098526757381,6.692440509796143
q6nc3,g,1,normal,6,ready,10,10,0.4878999999999998,okay right,13.23386551067233,4.411288503557444,3,"[-7.408093452453613, -0.043301355093717575, -5.782470703125]","['ok', 'ay', 'Ġright']",0.8534810666705341,-0.4633182790130377,1.0478674027306123,4.874606782570481,-0.4633182790130377,0.979031152136006,4.874606782570481
q6nc3,g,1,normal,7,instruct,11,11,2.141099999999998,start from the top of the missionary camp,32.72411021590233,4.090513776987791,8,"[-10.830697059631348, -5.236092567443848, -0.7016660571098328, -3.579805850982666, -1.1834731101989746, -0.31649699807167053, -9.965877532958984, -0.9100010395050049]","['start', 'Ġfrom', 'Ġthe', 'Ġtop', 'Ġof', 'Ġthe', 'Ġmissionary', 'Ġcamp']",0.8612752626164737,-0.07091715186834335,0.94579411492914,4.161430928856134,-0.07091715186834335,0.9128906586414164,4.161430928856134
q6nc3,g,1,normal,8,align,12,12,0.3329999999999984,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359,-0.4362039566040039,1.067142177863542,7.1791839599609375,-0.4362039566040039,0.8962767653950647,7.1791839599609375
q6nc3,f,1,normal,5,reply_y,13,13,0.2845000000000013,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.871101844705359,-0.5204801559448242,1.0796693240417428,7.263460159301758,-0.5204801559448242,0.906798128236057,7.263460159301758
q6nc3,f,1,normal,6,check,14,14,1.0726999999999975,from the start cross,26.727165460586548,6.681791365146637,4,"[-8.673644065856934, -1.5412001609802246, -3.0239789485931396, -13.48834228515625]","['from', 'Ġthe', 'Ġstart', 'Ġcross']",1.507461939701131,0.4127786457538605,1.5597747243448052,6.2690127193927765,0.4127786457538605,1.4499297376562403,6.2690127193927765
